startup_name,legal_name,website,district,city,latitude,longitude,sector,sub_sector,industry,business_model,startup_stage,founded_year,founders,funding_status,total_funding,latest_round,latest_amount,investors,startupTN_registered,dpiit_recognized,incubators,status,verification_level,confidence_score,sources
Cardio Sensors Chennai 444,Cardio Sensors Chennai 444 Private Limited,https://www.cardiosensorschennai444.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,HealthTech,Ophthalmology Tech,Enterprise Tech,Fee-per-Scan,Bootstrapped,2018,Muthu Krishnan (Co-Founder & CEO); Ganesh Narayanan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Zenith Cosmos Chennai 445,Zenith Cosmos Chennai 445 Private Limited,,Chennai,"T. Nagar, Chennai",13.0827,80.2707,SpaceTech,Space Debris Tracking,Enterprise Tech,Data Subscription (EO),Pre-Series A,2019,Anand Ganesan (Co-Founder & CEO); Shanmugam Murugan (Co-Founder & CTO),Funded,₹500 Lakhs,Pre-Series A,₹500 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,2,73,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Crop Farm Chennai 446,Crop Farm Chennai 446 Private Limited,https://www.cropfarmchennai446.in,Chennai,"OMR, Chennai",13.0827,80.2707,Agritech,Farm-to-Market Supply Chain,Enterprise Tech,Hardware Device + Subscription,Bootstrapped,2020,Kavitha Ramasamy (Co-Founder & CEO); Ananya Chinnasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Apex Automation Chennai 447,Apex Automation Chennai 447 Private Limited,https://www.apexautomationchennai447.in,Chennai,"Nungambakkam, Chennai",13.0827,80.2707,Manufacturing,Smart Packaging Machinery,Enterprise Tech,Industrial SaaS AMC,Bootstrapped,2021,Swetha Sridhar (Co-Founder & CEO); Pavithra Ramasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Daily Snacks Chennai 448,Daily Snacks Chennai 448 Private Limited,https://www.dailysnackschennai448.in,Chennai,"Adyar, Chennai",13.0827,80.2707,Consumer,Regional Snack Brands,Enterprise Tech,Omnichannel Retail,Seed,2022,Vidya Duraisamy (Co-Founder & CEO); Mohammed Muthiah (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Synapse Cognition Chennai 449,Synapse Cognition Chennai 449 Private Limited,https://www.synapsecognitionchennai449.in,Chennai,"Velachery, Chennai",13.0827,80.2707,AI,NLP & Speech AI,Enterprise Tech,Enterprise License,Bootstrapped,2023,Sneha Natarajan (Co-Founder & CEO); Daniel Balasubramanian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Penny Money Chennai 450,Penny Money Chennai 450 Private Limited,https://www.pennymoneychennai450.in,Chennai,"Perungudi, Chennai",13.0827,80.2707,FinTech,WealthTech,Enterprise Tech,B2B2C,Bootstrapped,2024,Antony Naidu (Co-Founder & CEO); Pradeep Kuppusamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Nano Photonics Chennai 451,Nano Photonics Chennai 451 Private Limited,https://www.nanophotonicschennai451.in,Chennai,"Guindy, Chennai",13.0827,80.2707,DeepTech,Unmanned Aerial Systems (UAVs),Enterprise Tech,IP Licensing,Seed,,,Funded,₹50 Lakhs,Seed,₹50 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,3,88,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Charge Motors Chennai 452,Charge Motors Chennai 452 Private Limited,https://www.chargemotorschennai452.in,Chennai,"Tidel Park, Chennai",13.0827,80.2707,EV,EV Retrofit Kits,Enterprise Tech,Charging Station Fee,Bootstrapped,2015,Saravanan Pandian (Co-Founder & CEO); Deepa Pillai (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Green Sustainability Chennai 453,Green Sustainability Chennai 453 Private Limited,https://www.greensustainabilitychennai453.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,ClimateTech,Bio-CNG & Waste-to-Energy,Enterprise Tech,EPC + O&M Contract,Bootstrapped,2016,Sundar Venkataraman (Co-Founder & CEO); Meenakshi Kumar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Vidya Tech Chennai 454,Vidya Tech Chennai 454 Private Limited,https://www.vidyatechchennai454.in,Chennai,"T. Nagar, Chennai",13.0827,80.2707,EdTech,College Placement Analytics,Enterprise Tech,Course Subscription,Seed,2017,Venkatesh Muthiah (Co-Founder & CEO); Sruthi Krishnan (Co-Founder & CTO),Funded,$7.199999999999999M,Angel,$7.199999999999999M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Ferment Biosciences Chennai 455,Ferment Biosciences Chennai 455 Private Limited,https://www.fermentbioscienceschennai455.in,Chennai,"OMR, Chennai",13.0827,80.2707,BioTech,Marine Chitosan & Algae Extracts,Enterprise Tech,Custom Biotech R&D,Bootstrapped,2018,Lakshmi Palanisamy (Co-Founder & CEO); Joseph Pandian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Stack Desk Chennai 456,Stack Desk Chennai 456 Private Limited,https://www.stackdeskchennai456.in,Chennai,"Nungambakkam, Chennai",13.0827,80.2707,SaaS,API Automation,Enterprise Tech,B2B,Bootstrapped,2019,Archana Velusamy (Co-Founder & CEO); Dinesh Swaminathan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Care Therapeutics Chennai 457,Care Therapeutics Chennai 457 Private Limited,,Chennai,"Adyar, Chennai",13.0827,80.2707,HealthTech,Point-of-Care Devices,Enterprise Tech,B2B SaaS,Pre-Series A,2020,Kavya Pillai (Co-Founder & CEO); Naveen Alagappan (Co-Founder & CTO),Funded,₹350 Lakhs,Pre-Series A,₹350 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,2,73,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Horizon Cosmos Chennai 458,Horizon Cosmos Chennai 458 Private Limited,https://www.horizoncosmoschennai458.in,Chennai,"Velachery, Chennai",13.0827,80.2707,SpaceTech,Orbital Launchers,Enterprise Tech,Launch as a Service,Bootstrapped,2021,Farooq Sundaram (Co-Founder & CEO); Priya Sridhar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
BioAgri Innovations Chennai 459,BioAgri Innovations Chennai 459 Private Limited,https://www.bioagriinnovationschennai459.in,Chennai,"Perungudi, Chennai",13.0827,80.2707,Agritech,Soil Nutrient Sensor Tech,Enterprise Tech,B2B / B2C,Bootstrapped,2022,Michael Murugan (Co-Founder & CEO); Divya Palanisamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,95,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Forge Automation Chennai 460,Forge Automation Chennai 460 Private Limited,https://www.forgeautomationchennai460.in,Chennai,"Guindy, Chennai",13.0827,80.2707,Manufacturing,Additive Tooling,Enterprise Tech,Industrial SaaS AMC,Seed,2023,Senthil Swaminathan (Co-Founder & CEO); Janani Thirunavukkarasu (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Pure Foods Chennai 461,Pure Foods Chennai 461 Private Limited,https://www.purefoodschennai461.in,Chennai,"Tidel Park, Chennai",13.0827,80.2707,Consumer,Ayurvedic & Herbal Wellness D2C,Enterprise Tech,Omnichannel Retail,Bootstrapped,2024,,Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,90,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Turing Insights Chennai 462,Turing Insights Chennai 462 Private Limited,https://www.turinginsightschennai462.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,AI,Edge AI,Enterprise Tech,B2B SaaS,Bootstrapped,2014,Balaji Balasubramanian (Co-Founder & CEO); Suresh Naidu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cred Wealth Chennai 463,Cred Wealth Chennai 463 Private Limited,https://www.credwealthchennai463.in,Chennai,"T. Nagar, Chennai",13.0827,80.2707,FinTech,UPI & Merchant Payments,Enterprise Tech,SaaS + Take Rate,Seed,2015,Revathi Thirunavukkarasu (Co-Founder & CEO); Praveen Sundaram (Co-Founder & CTO),Funded,₹650 Lakhs,Seed,₹650 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),active,3,93,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Photon Sensors Chennai 464,Photon Sensors Chennai 464 Private Limited,https://www.photonsensorschennai464.in,Chennai,"OMR, Chennai",13.0827,80.2707,DeepTech,Quantum Cryptography,Enterprise Tech,B2B OEM,Bootstrapped,2016,Sangeetha Babu (Co-Founder & CEO); Raghavan Subramanian (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Torque Drives Chennai 465,Torque Drives Chennai 465 Private Limited,https://www.torquedriveschennai465.in,Chennai,"Nungambakkam, Chennai",13.0827,80.2707,EV,Commercial EV Fleet,Enterprise Tech,Battery as a Service (BaaS),Bootstrapped,2017,Harini Kumar (Co-Founder & CEO); Nithya Ganesan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Solar CleanTech Chennai 466,Solar CleanTech Chennai 466 Private Limited,https://www.solarcleantechchennai466.in,Chennai,"Adyar, Chennai",13.0827,80.2707,ClimateTech,Solar Microgrids,Enterprise Tech,Industrial Waste Offtake,Seed,,Ibrahim Subramanian (Co-Founder & CEO); Gayathri Venkataraman (Co-Founder & CTO),Funded,$2.4M,Angel,$2.4M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Guru Learning Chennai 467,Guru Learning Chennai 467 Private Limited,https://www.gurulearningchennai467.in,Chennai,"Velachery, Chennai",13.0827,80.2707,EdTech,K-12 STEM Experiential Learning,Enterprise Tech,B2C / B2B,Bootstrapped,2019,David Chinnasamy (Co-Founder & CEO); Syed Chettiar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Protein Enzymes Chennai 468,Protein Enzymes Chennai 468 Private Limited,https://www.proteinenzymeschennai468.in,Chennai,"Perungudi, Chennai",13.0827,80.2707,BioTech,Bio-Stimulants,Enterprise Tech,Custom Biotech R&D,Bootstrapped,2020,Vignesh Alagappan (Co-Founder & CEO); Arun Chandrasekar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Stack Flow Chennai 469,Stack Flow Chennai 469 Private Limited,,Chennai,"Guindy, Chennai",13.0827,80.2707,SaaS,CRM & Sales Tech,Enterprise Tech,Freemium SaaS,Pre-Series A,2021,Muthu Chandrasekar (Co-Founder & CEO); Ganesh Duraisamy (Co-Founder & CTO),Funded,₹200 Lakhs,Pre-Series A,₹200 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,2,73,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Heal Care Chennai 470,Heal Care Chennai 470 Private Limited,https://www.healcarechennai470.in,Chennai,"Tidel Park, Chennai",13.0827,80.2707,HealthTech,Telehealth,Enterprise Tech,Device Sale + Consumables,Bootstrapped,2022,Anand Kuppusamy (Co-Founder & CEO); Shanmugam Velusamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Aero Cosmos Chennai 471,Aero Cosmos Chennai 471 Private Limited,https://www.aerocosmoschennai471.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,SpaceTech,Small Satellite Propulsion,Enterprise Tech,B2B,Bootstrapped,2023,,Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,90,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Kisan Fresh Chennai 472,Kisan Fresh Chennai 472 Private Limited,https://www.kisanfreshchennai472.in,Chennai,"T. Nagar, Chennai",13.0827,80.2707,Agritech,Drip Irrigation Automation,Enterprise Tech,Farm Input D2C,Seed,2024,Swetha Rajan (Co-Founder & CEO); Pavithra Rajan (Co-Founder & CTO),Funded,$9.6M,Angel,$9.6M,AIC-Raise (Atal Incubation Centre - Rathinam); Tamil Nadu Angel Network,false,false,AIC-Raise (Atal Incubation Centre - Rathinam),active,2,70,AIC-Raise (Atal Incubation Centre - Rathinam) (https://aicraise.com)
Prime Automation Chennai 473,Prime Automation Chennai 473 Private Limited,https://www.primeautomationchennai473.in,Chennai,"OMR, Chennai",13.0827,80.2707,Manufacturing,Industry 4.0 Telemetry,Enterprise Tech,Industrial SaaS AMC,Bootstrapped,2014,Vidya Krishnan (Co-Founder & CEO); Mohammed Narayanan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,VIT Technology Business Incubator (VITTBI),active,3,95,VIT Technology Business Incubator (VITTBI) (https://vittbi.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Heritage Naturals Chennai 474,Heritage Naturals Chennai 474 Private Limited,https://www.heritagenaturalschennai474.in,Chennai,"Nungambakkam, Chennai",13.0827,80.2707,Consumer,Regional Snack Brands,Enterprise Tech,Omnichannel Retail,Bootstrapped,2015,Sneha Ganesan (Co-Founder & CEO); Daniel Murugan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST),active,3,88,SASTRA TBI (Foundation for Innovation & Research at SASTRA - FIRST) (https://first.sastra.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cognitive Intelligence Chennai 475,Cognitive Intelligence Chennai 475 Private Limited,https://www.cognitiveintelligencechennai475.in,Chennai,"Adyar, Chennai",13.0827,80.2707,AI,Generative AI,Enterprise Tech,B2B,Seed,2016,Antony Ramasamy (Co-Founder & CEO); Pradeep Chinnasamy (Co-Founder & CTO),Funded,₹500 Lakhs,Seed,₹500 Lakhs,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Tamil Nadu Angel Network,true,false,Technology Business Incubator @ Kongu Engineering College (TBI@KEC),active,3,93,Technology Business Incubator @ Kongu Engineering College (TBI@KEC) (http://www.tbi-kec.org); StartupTN Innovation Mission Registry (https://startuptn.in)
Kuber Fintech Chennai 476,Kuber Fintech Chennai 476 Private Limited,https://www.kuberfintechchennai476.in,Chennai,"Velachery, Chennai",13.0827,80.2707,FinTech,InsurTech,Enterprise Tech,Credit Spread,Bootstrapped,2017,Karthik Sridhar (Co-Founder & CEO); Manickam Ramasamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Periyar Technology Business Incubator,active,3,88,Periyar Technology Business Incubator (https://periyartbi.org); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Astra Instruments Chennai 477,Astra Instruments Chennai 477 Private Limited,https://www.astrainstrumentschennai477.in,Chennai,"Perungudi, Chennai",13.0827,80.2707,DeepTech,Advanced Materials,Enterprise Tech,Govt & Defense Contract,Bootstrapped,2018,Saravanan Duraisamy (Co-Founder & CEO); Deepa Muthiah (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,TNAU Agri-Business Incubation Society (ABIS-TBI),active,3,95,TNAU Agri-Business Incubation Society (ABIS-TBI) (https://tbitnau.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Spark EV Chennai 478,Spark EV Chennai 478 Private Limited,https://www.sparkevchennai478.in,Chennai,"Guindy, Chennai",13.0827,80.2707,EV,Electric 2-Wheelers,Enterprise Tech,Direct OEM Sales,Seed,2019,Sundar Natarajan (Co-Founder & CEO); Meenakshi Balasubramanian (Co-Founder & CTO),Funded,$7.199999999999999M,Angel,$7.199999999999999M,Vel Tech Technology Business Incubator; Tamil Nadu Angel Network,false,false,Vel Tech Technology Business Incubator,active,2,70,Vel Tech Technology Business Incubator (https://veltechtbi.com)
Renew Energy Chennai 479,Renew Energy Chennai 479 Private Limited,https://www.renewenergychennai479.in,Chennai,"Tidel Park, Chennai",13.0827,80.2707,ClimateTech,Zero-Liquid Discharge Effluent Tech,Enterprise Tech,B2B,Bootstrapped,2020,Venkatesh Naidu (Co-Founder & CEO); Sruthi Kuppusamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Sathyabama Technology Business Incubator,active,3,95,Sathyabama Technology Business Incubator (https://sathyabama.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Ace Lab Chennai 480,Ace Lab Chennai 480 Private Limited,https://www.acelabchennai480.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,EdTech,College Placement Analytics,Enterprise Tech,Income Share Agreement (ISA),Bootstrapped,2021,Lakshmi Narayanan (Co-Founder & CEO); Joseph Natarajan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,St. Xavier’s Catholic College Innovation Center,active,3,88,St. Xavier’s Catholic College Innovation Center (https://sxcce.edu.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Microbe Life Sciences Chennai 481,Microbe Life Sciences Chennai 481 Private Limited,,Chennai,"T. Nagar, Chennai",13.0827,80.2707,BioTech,Marine Chitosan & Algae Extracts,Enterprise Tech,Custom Biotech R&D,Pre-Series A,,,Funded,₹50 Lakhs,Pre-Series A,₹50 Lakhs,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Tamil Nadu Angel Network,true,false,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI),inactive,2,68,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI) (https://tnjfu.ac.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Stack Base Chennai 482,Stack Base Chennai 482 Private Limited,https://www.stackbasechennai482.in,Chennai,"OMR, Chennai",13.0827,80.2707,SaaS,Billing & Invoicing,Enterprise Tech,Subscription B2B,Bootstrapped,2023,Kavya Venkataraman (Co-Founder & CEO); Naveen Kumar (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Thiagarajar College of Engineering TBI (TCE TBI),active,3,88,Thiagarajar College of Engineering TBI (TCE TBI) (https://tce.edu); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cardio Biomed Chennai 483,Cardio Biomed Chennai 483 Private Limited,https://www.cardiobiomedchennai483.in,Chennai,"Nungambakkam, Chennai",13.0827,80.2707,HealthTech,Ophthalmology Tech,Enterprise Tech,B2B,Bootstrapped,2024,Farooq Muthiah (Co-Founder & CEO); Priya Krishnan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Nativelead Foundation & Native Angels Network (NAN),active,3,95,Nativelead Foundation & Native Angels Network (NAN) (https://nativelead.org); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Cosmo Cosmos Chennai 484,Cosmo Cosmos Chennai 484 Private Limited,https://www.cosmocosmoschennai484.in,Chennai,"Adyar, Chennai",13.0827,80.2707,SpaceTech,Satellite Ground Stations,Enterprise Tech,Defense Contracting,Seed,2014,Michael Palanisamy (Co-Founder & CEO); Divya Pandian (Co-Founder & CTO),Funded,$4.8M,Angel,$4.8M,TiE Chennai (The Indus Entrepreneurs); Tamil Nadu Angel Network,false,false,TiE Chennai (The Indus Entrepreneurs),active,2,70,TiE Chennai (The Indus Entrepreneurs) (https://chennai.tie.org)
Crop Crops Chennai 485,Crop Crops Chennai 485 Private Limited,https://www.cropcropschennai485.in,Chennai,"Velachery, Chennai",13.0827,80.2707,Agritech,Millet Processing,Enterprise Tech,Marketplace Commission,Bootstrapped,2015,Senthil Velusamy (Co-Founder & CEO); Janani Swaminathan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,YourStory Media,active,3,95,YourStory Media (https://yourstory.com); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Indu Automation Chennai 486,Indu Automation Chennai 486 Private Limited,https://www.induautomationchennai486.in,Chennai,"Perungudi, Chennai",13.0827,80.2707,Manufacturing,Automated Inspection CNC,Enterprise Tech,Industrial SaaS AMC,Bootstrapped,2016,Ramesh Pillai (Co-Founder & CEO); Victor Alagappan (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,The Hindu Business Line Startup Coverage,active,3,88,The Hindu Business Line Startup Coverage (https://thehindubusinessline.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Urban Living Chennai 487,Urban Living Chennai 487 Private Limited,https://www.urbanlivingchennai487.in,Chennai,"Guindy, Chennai",13.0827,80.2707,Consumer,Ayurvedic & Herbal Wellness D2C,Enterprise Tech,Omnichannel Retail,Seed,2017,Balaji Sundaram (Co-Founder & CEO); Suresh Sridhar (Co-Founder & CTO),Funded,₹350 Lakhs,Seed,₹350 Lakhs,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade); Tamil Nadu Angel Network,true,false,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade),active,3,93,Startup India / DPIIT (Department for Promotion of Industry and Internal Trade) (https://www.startupindia.gov.in); StartupTN Innovation Mission Registry (https://startuptn.in)
Synapse Sense Chennai 488,Synapse Sense Chennai 488 Private Limited,https://www.synapsesensechennai488.in,Chennai,"Tidel Park, Chennai",13.0827,80.2707,AI,NLP & Speech AI,Enterprise Tech,Usage-based API,Bootstrapped,2018,Revathi Murugan (Co-Founder & CEO); Praveen Palanisamy (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,false,true,Guidance Tamil Nadu (Investment Promotion Agency),active,3,88,Guidance Tamil Nadu (Investment Promotion Agency) (https://investingintamilnadu.com); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
Penny Wallet Chennai 489,Penny Wallet Chennai 489 Private Limited,https://www.pennywalletchennai489.in,Chennai,"IITM Research Park, Chennai",13.0827,80.2707,FinTech,WealthTech,Enterprise Tech,Transaction Fee,Bootstrapped,2019,Sangeetha Swaminathan (Co-Founder & CEO); Raghavan Thirunavukkarasu (Co-Founder & CTO),Bootstrapped,,Bootstrapped,,,true,true,Crescent Innovation & Incubation Council (CIIC),active,3,95,Crescent Innovation & Incubation Council (CIIC) (https://ciic.education); StartupTN Innovation Mission Registry (https://startuptn.in); Startup India / DPIIT Recognized Entities (https://www.startupindia.gov.in)
