canonical_name,duplicate_name,match_type,similarity_score,sources_found
Vidya Tutor Tiruvallur 2749,Vidya Tutor Tiruvallur 2749 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Kisan Fresh Tiruvallur 2767,Kisan Fresh Tiruvallur 2767 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Nano Aerospace Tiruvallur 2785,Nano Aerospace Tiruvallur 2785 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Cloud Flow Tiruvallur 2803,Cloud Flow Tiruvallur 2803 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Pure Snacks Tiruvallur 2821,Pure Snacks Tiruvallur 2821 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Eco CleanTech Tiruvallur 2839,Eco CleanTech Tiruvallur 2839 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Propel Cosmos Tiruvallur 2857,Propel Cosmos Tiruvallur 2857 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Cred Money Tiruvallur 2875,Cred Money Tiruvallur 2875 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Microbe Genomics Tiruvallur 2893,Microbe Genomics Tiruvallur 2893 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Auto Tech Madurai 2929,Auto Tech Madurai 2929 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Power Power Madurai 2947,Power Power Madurai 2947 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Neuro Therapeutics Madurai 2965,Neuro Therapeutics Madurai 2965 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Algo Sense Madurai 2983,Algo Sense Madurai 2983 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Skill Tutor Madurai 3001,Skill Tutor Madurai 3001 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Uzhava Innovations Madurai 3019,Uzhava Innovations Madurai 3019 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Propel Aerospace Madurai 3037,Propel Aerospace Madurai 3037 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Flow Works Madurai 3055,Flow Works Madurai 3055 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Daily Snacks Madurai 3073,Daily Snacks Madurai 3073 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Eco CleanTech Madurai 3091,Eco CleanTech Madurai 3091 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Cosmo Telemetry Madurai 3109,Cosmo Telemetry Madurai 3109 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Heritage Essentials Tiruchirappalli 3139,Heritage Essentials Tiruchirappalli 3139 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Terra Recycle Tiruchirappalli 3157,Terra Recycle Tiruchirappalli 3157 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Zenith Cosmos Tiruchirappalli 3175,Zenith Cosmos Tiruchirappalli 3175 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Cred Wealth Tiruchirappalli 3193,Cred Wealth Tiruchirappalli 3193 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
SynBio Life Sciences Tiruchirappalli 3211,SynBio Life Sciences Tiruchirappalli 3211 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Auto Automation Tiruchirappalli 3229,Auto Automation Tiruchirappalli 3229 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Spark Charging Tiruchirappalli 3247,Spark Charging Tiruchirappalli 3247 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Care Clinics Tiruchirappalli 3265,Care Clinics Tiruchirappalli 3265 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Cognitive Sense Tiruchirappalli 3283,Cognitive Sense Tiruchirappalli 3283 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Skill Tech Tiruchirappalli 3301,Skill Tech Tiruchirappalli 3301 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Spark Vehicles Salem 3329,Spark Vehicles Salem 3329 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Clinix Sensors Salem 3347,Clinix Sensors Salem 3347 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
NexusAI Intelligence Salem 3365,NexusAI Intelligence Salem 3365 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Dexter Lab Salem 3383,Dexter Lab Salem 3383 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Paddy Farm Salem 3401,Paddy Farm Salem 3401 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Micro Systems Salem 3419,Micro Systems Salem 3419 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Hyper Force Salem 3437,Hyper Force Salem 3437 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Royal Goods Salem 3455,Royal Goods Salem 3455 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Renew Sustainability Salem 3473,Renew Sustainability Salem 3473 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Kisan Innovations Erode 3499,Kisan Innovations Erode 3499 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Nano Technologies Erode 3517,Nano Technologies Erode 3517 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Desk Flow Erode 3535,Desk Flow Erode 3535 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Daily Essentials Erode 3553,Daily Essentials Erode 3553 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Solar Recycle Erode 3571,Solar Recycle Erode 3571 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Cosmo Cosmos Erode 3589,Cosmo Cosmos Erode 3589 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Cred Banking Erode 3607,Cred Banking Erode 3607 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
SynBio Enzymes Erode 3625,SynBio Enzymes Erode 3625 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Agile Works KrishnagiriHosur 3649,Agile Works KrishnagiriHosur 3649 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Urban Snacks KrishnagiriHosur 3667,Urban Snacks KrishnagiriHosur 3667 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Aqua CleanTech KrishnagiriHosur 3685,Aqua CleanTech KrishnagiriHosur 3685 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Horizon Telemetry KrishnagiriHosur 3703,Horizon Telemetry KrishnagiriHosur 3703 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Fin Fintech KrishnagiriHosur 3721,Fin Fintech KrishnagiriHosur 3721 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Microbe Biotech KrishnagiriHosur 3739,Microbe Biotech KrishnagiriHosur 3739 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Apex Tech KrishnagiriHosur 3757,Apex Tech KrishnagiriHosur 3757 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Heritage Foods Tiruppur 3789,Heritage Foods Tiruppur 3789 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Renew Energy Tiruppur 3807,Renew Energy Tiruppur 3807 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Zenith Aerospace Tiruppur 3825,Zenith Aerospace Tiruppur 3825 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Lend Wealth Tiruppur 3843,Lend Wealth Tiruppur 3843 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Enzyme Labs Tiruppur 3861,Enzyme Labs Tiruppur 3861 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Auto Castings Tiruppur 3879,Auto Castings Tiruppur 3879 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Kinetic Motors Tiruppur 3897,Kinetic Motors Tiruppur 3897 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Heritage Snacks Vellore 3919,Heritage Snacks Vellore 3919 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Aqua CleanTech Vellore 3937,Aqua CleanTech Vellore 3937 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Zenith Satellites Vellore 3955,Zenith Satellites Vellore 3955 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Cred Wealth Vellore 3973,Cred Wealth Vellore 3973 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Microbe Biotech Vellore 3991,Microbe Biotech Vellore 3991 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Auto Manufacturing Vellore 4009,Auto Manufacturing Vellore 4009 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Agile Flow Thanjavur 4039,Agile Flow Thanjavur 4039 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Urban Essentials Thanjavur 4057,Urban Essentials Thanjavur 4057 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Solar Recycle Thanjavur 4075,Solar Recycle Thanjavur 4075 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Horizon Satellites Thanjavur 4093,Horizon Satellites Thanjavur 4093 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Cred Fintech Thanjavur 4111,Cred Fintech Thanjavur 4111 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Ledger Pay Tirunelveli 4144,Ledger Pay Tirunelveli 4144 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
Microbe Labs Tirunelveli 4162,Microbe Labs Tirunelveli 4162 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
Precision Systems Tirunelveli 4180,Precision Systems Tirunelveli 4180 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
Electro Power Tirunelveli 4198,Electro Power Tirunelveli 4198 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
NanoMed Therapeutics Tirunelveli 4216,NanoMed Therapeutics Tirunelveli 4216 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
Electro Motors Thoothukudi 4239,Electro Motors Thoothukudi 4239 Private Limited,LEGAL_VS_BRAND,0.94,VIT Technology Business Incubator (VITTBI); Secondary Business Portal Directory
Cardio Care Thoothukudi 4257,Cardio Care Thoothukudi 4257 Private Limited,LEGAL_VS_BRAND,0.94,VIT Technology Business Incubator (VITTBI); Secondary Business Portal Directory
Turing Intelligence Thoothukudi 4275,Turing Intelligence Thoothukudi 4275 Private Limited,LEGAL_VS_BRAND,0.94,VIT Technology Business Incubator (VITTBI); Secondary Business Portal Directory
Dexter Ed Thoothukudi 4293,Dexter Ed Thoothukudi 4293 Private Limited,LEGAL_VS_BRAND,0.94,VIT Technology Business Incubator (VITTBI); Secondary Business Portal Directory
Med MedTech Kanyakumari 4314,Med MedTech Kanyakumari 4314 Private Limited,LEGAL_VS_BRAND,0.94,Sona Incubation Foundation (Sona TBI); Secondary Business Portal Directory
Neural Labs Kanyakumari 4332,Neural Labs Kanyakumari 4332 Private Limited,LEGAL_VS_BRAND,0.94,Sona Incubation Foundation (Sona TBI); Secondary Business Portal Directory
Learn Learning Kanyakumari 4350,Learn Learning Kanyakumari 4350 Private Limited,LEGAL_VS_BRAND,0.94,Sona Incubation Foundation (Sona TBI); Secondary Business Portal Directory
Agro Agro Kanyakumari 4368,Agro Agro Kanyakumari 4368 Private Limited,LEGAL_VS_BRAND,0.94,Sona Incubation Foundation (Sona TBI); Secondary Business Portal Directory
Intellect Cognition Dindigul 4389,Intellect Cognition Dindigul 4389 Private Limited,LEGAL_VS_BRAND,0.94,Periyar Technology Business Incubator; Secondary Business Portal Directory
Guru Verse Dindigul 4407,Guru Verse Dindigul 4407 Private Limited,LEGAL_VS_BRAND,0.94,Periyar Technology Business Incubator; Secondary Business Portal Directory
Soil Crops Dindigul 4425,Soil Crops Dindigul 4425 Private Limited,LEGAL_VS_BRAND,0.94,Periyar Technology Business Incubator; Secondary Business Portal Directory
Cosmo Cosmos Namakkal 4459,Cosmo Cosmos Namakkal 4459 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Cred Banking Namakkal 4477,Cred Banking Namakkal 4477 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Microbe Biotech Namakkal 4495,Microbe Biotech Namakkal 4495 Private Limited,LEGAL_VS_BRAND,0.94,Technology Business Incubator @ Kongu Engineering College (TBI@KEC); Secondary Business Portal Directory
Sat Propulsion Virudhunagar 4524,Sat Propulsion Virudhunagar 4524 Private Limited,LEGAL_VS_BRAND,0.94,Forge Innovation & Ventures (FORGE.FACTORY); Secondary Business Portal Directory
Dhan Credit Virudhunagar 4542,Dhan Credit Virudhunagar 4542 Private Limited,LEGAL_VS_BRAND,0.94,Forge Innovation & Ventures (FORGE.FACTORY); Secondary Business Portal Directory
Protein Therapeutics Virudhunagar 4560,Protein Therapeutics Virudhunagar 4560 Private Limited,LEGAL_VS_BRAND,0.94,Forge Innovation & Ventures (FORGE.FACTORY); Secondary Business Portal Directory
Cosmo Aerospace Karur 4589,Cosmo Aerospace Karur 4589 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Settlement Banking Karur 4607,Settlement Banking Karur 4607 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Ferment Life Sciences Karur 4625,Ferment Life Sciences Karur 4625 Private Limited,LEGAL_VS_BRAND,0.94,The Hindu Business Line Startup Coverage; Secondary Business Portal Directory
Eco Energy Nilgiris 4644,Eco Energy Nilgiris 4644 Private Limited,LEGAL_VS_BRAND,0.94,Anna University Centre for Biotechnology & AU-TBI; Secondary Business Portal Directory
Orbital Propulsion Nilgiris 4662,Orbital Propulsion Nilgiris 4662 Private Limited,LEGAL_VS_BRAND,0.94,Anna University Centre for Biotechnology & AU-TBI; Secondary Business Portal Directory
Kinetic Drives Cuddalore 4694,Kinetic Drives Cuddalore 4694 Private Limited,LEGAL_VS_BRAND,0.94,Inc42 Startup Intelligence; Secondary Business Portal Directory
Derma Biomed Cuddalore 4712,Derma Biomed Cuddalore 4712 Private Limited,LEGAL_VS_BRAND,0.94,Inc42 Startup Intelligence; Secondary Business Portal Directory
Dynamic Photonics Dharmapuri 4744,Dynamic Photonics Dharmapuri 4744 Private Limited,LEGAL_VS_BRAND,0.94,TREC-STEP (NIT Tiruchirappalli); Secondary Business Portal Directory
Work Scale Dharmapuri 4762,Work Scale Dharmapuri 4762 Private Limited,LEGAL_VS_BRAND,0.94,TREC-STEP (NIT Tiruchirappalli); Secondary Business Portal Directory
Vidya Academy Kallakurichi 4789,Vidya Academy Kallakurichi 4789 Private Limited,LEGAL_VS_BRAND,0.94,Vel Tech Technology Business Incubator; Secondary Business Portal Directory
Uzhava Fresh Kallakurichi 4807,Uzhava Fresh Kallakurichi 4807 Private Limited,LEGAL_VS_BRAND,0.94,Vel Tech Technology Business Incubator; Secondary Business Portal Directory
Heritage Naturals Mayiladuthurai 4829,Heritage Naturals Mayiladuthurai 4829 Private Limited,LEGAL_VS_BRAND,0.94,St. Xavier’s Catholic College Innovation Center; Secondary Business Portal Directory
Green Solar Mayiladuthurai 4847,Green Solar Mayiladuthurai 4847 Private Limited,LEGAL_VS_BRAND,0.94,St. Xavier’s Catholic College Innovation Center; Secondary Business Portal Directory
Enzyme Labs Nagapattinam 4869,Enzyme Labs Nagapattinam 4869 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Apex Castings Nagapattinam 4887,Apex Castings Nagapattinam 4887 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Algo Cognition Perambalur 4909,Algo Cognition Perambalur 4909 Private Limited,LEGAL_VS_BRAND,0.94,TiE Chennai (The Indus Entrepreneurs); Secondary Business Portal Directory
Macro Systems Pudukkottai 4944,Macro Systems Pudukkottai 4944 Private Limited,LEGAL_VS_BRAND,0.94,Speciale Invest; Secondary Business Portal Directory
Cosmo Cosmos Ramanathapuram 4979,Cosmo Cosmos Ramanathapuram 4979 Private Limited,LEGAL_VS_BRAND,0.94,Nativelead Foundation & Native Angels Network (NAN); Secondary Business Portal Directory
Agile Matrix Ranipet 5014,Agile Matrix Ranipet 5014 Private Limited,LEGAL_VS_BRAND,0.94,The Chennai Angels (TCA); Secondary Business Portal Directory
Vidya Ed Sivaganga 5049,Vidya Ed Sivaganga 5049 Private Limited,LEGAL_VS_BRAND,0.94,Thiagarajar College of Engineering TBI (TCE TBI); Secondary Business Portal Directory
Charge Vehicles Tenkasi 5084,Charge Vehicles Tenkasi 5084 Private Limited,LEGAL_VS_BRAND,0.94,TANUVAS Veterinary Incubation Cell; Secondary Business Portal Directory
Cred Wallet Theni 5119,Cred Wallet Theni 5119 Private Limited,LEGAL_VS_BRAND,0.94,Tamil Nadu Dr. J. Jayalalithaa Fisheries University Incubation (TNJFU-ABI); Secondary Business Portal Directory
Organic Brands Tirupathur 5154,Organic Brands Tirupathur 5154 Private Limited,LEGAL_VS_BRAND,0.94,CSIR - Central Electrochemical Research Institute (CECRI) Innovation Hub; Secondary Business Portal Directory
Paddy Innovations Tiruvannamalai 5189,Paddy Innovations Tiruvannamalai 5189 Private Limited,LEGAL_VS_BRAND,0.94,St. Xavier’s Catholic College Innovation Center; Secondary Business Portal Directory
NanoMed Therapeutics Tiruvarur 5224,NanoMed Therapeutics Tiruvarur 5224 Private Limited,LEGAL_VS_BRAND,0.94,Kalasalingam University TBI (KARE-TBI); Secondary Business Portal Directory
Helix Genomics Viluppuram 5259,Helix Genomics Viluppuram 5259 Private Limited,LEGAL_VS_BRAND,0.94,Sathyabama Technology Business Incubator; Secondary Business Portal Directory
Solar Enviro Ariyalur 5294,Solar Enviro Ariyalur 5294 Private Limited,LEGAL_VS_BRAND,0.94,SRM Innovation and Incubation Centre (SIIC); Secondary Business Portal Directory
